CNO;CNUM;TYP;FABR;MIET;MASS;FARB;ANO;BEME;LNM;BJ;BDAT;ZDAT;RNUM;RBET;WERT;FAKT;KOST;LIEF;MDA;MDE;ABHO;KONT;Z247;Z251;Z255;Z259;Z263;Z345;Z349;Z353;Z357;Z361;Z365;Z447;Z451;Z455;Z459;Z463;Z545;Z549;Z553;Z557;Z561;Z565;Z647;Z651;Z655;Z659;Z663
1039;386885-6;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;479;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;02.03.2015;  .  .    ;  .  .    ;  .  .    ;/27.02.2015/12:53;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
567;4962/2001;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2590;1015 hellelfenbein;480;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.12.2014;  .  .    ;  .  .    ;  .  .    ;/23.12.2014/08:01;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
709;4302/4303-00;Bürodoppelcontainer;GR-JO;355,00;6055x4870x2817;1015 hellelfenbein;480;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.12.2014;  .  .    ;  .  .    ;  .  .    ;/23.12.2014/08:01;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
811;000026;Stahl-Podest;mit Geländer;55,00;2435x1000;;480;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;16.12.2014;  .  .    ;  .  .    ;  .  .    ;/23.12.2014/08:01;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
499;20-0056/2-4;Containeranlage (3);STUGEBA;279,00;6055x7305x2790;1015 hellelfenbein;481;3er Anlage 20-0056.2-4;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.07.2007;  .  .    ;  .  .    ;  .  .    ;/24.10.2011/15:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
873;187025-0;Kühl-Container 40 ft.;ZANOTTI;1020,00;12192x2435x2590;1013 / 5021;492;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;S;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;S;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;W;WН
967;555310-4;Kühl-Container 40 ft.;ZANOTTI;1020,00;12192x2435x2900 mm;1013 / 5021;492;;CHT;;  .  .    ;  .  .    ;;6270,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
227;410010-3;TK-Container 40 ft.;ZANOTTI;1170,00;12192x2435x2590;1013 / 5021;492;;NATELBERG;  .;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
863;0000110;Auffahrrampe;für Kühlcont.;75,00;1760x1000 mm;;492;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
781;0000107;Auffahrrampe;für Kühlcont.;75,00;1760x1000 mm;;492;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
672;0000106;Auffahrrampe;für Kühlcont.;75,00;1760x1000 mm;;492;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
679;345/2005;Kühl-Container 10 ft.;STUG/ZAN;480,00;3000x2435x2590;RAL 1013 / 5021;493;;STUGEBA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.01.2015;  .  .    ;  .  .    ;  .  .    ;/20.01.2015/11:16;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
744;10012;Bürocontainer 20 ft.;GR-JO;135,00;6055x2435x2817;1015 hellelfenbein;494;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;22.09.2014;  .  .    ;  .  .    ;  .  .    ;/23.09.2014/10:11;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
999;20915;Büro/Unterkunftscont.;20 ft. GR-JO;135,00;6055x2435x2820;1015 hellelfenbein;494;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;22.09.2014;  .  .    ;  .  .    ;  .  .    ;/23.09.2014/10:11;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1074;287355-5;Isoliercontainer;20 ft.;90,00;6055x2435x2590;;494;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;22.09.2014;  .  .    ;  .  .    ;  .  .    ;/23.09.2014/10:11;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
622;218323-0;Stahllagercont. 20 ft;;115,00;6055x2435x2590;RAL 7035 grau;498;;CDM;;  .  .    ;  .  .    ;;2550,00;0,00;0,0;0,00;19.11.2013;  .  .    ;  .  .    ;  .  .    ;/20.11.2013/08:26;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
764;J10662;Bürocontainer 20 ft.;GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;498;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.11.2013;  .  .    ;  .  .    ;  .  .    ;/20.11.2013/08:26;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
952;120223-0;Stahllagercont. 20 ft;;95,00;6055x2435x2590;RAL 5010 enzianblau;502;;WCT;;  .  .    ;  .  .    ;;2400,00;0,00;0,0;0,00;23.04.2015;  .  .    ;  .  .    ;  .  .    ;/24.04.2015/15:34;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
783;5366;Büro/Unterkunftscont.;20 ft.GR-JO;135,00;6055x2435x2817;1015 hellelfenbein;515;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.03.2015;  .  .    ;  .  .    ;  .  .    ;/20.03.2015/09:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
765;J10655;Büro/Unterkunftscont.;20 ft.GR-JO;135,00;6055x2435x2817;1015 hellelfenbein;515;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.03.2015;  .  .    ;  .  .    ;  .  .    ;/20.03.2015/09:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
589;0000202;Fremdcontainer 20;Einlagerung;45,00;6055x2435x2590;;519;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;29.01.2014;  .  .    ;  .  .    ;  .  .    ;/21.05.2014/09:56;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
798;J12423;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;521;;GR-JO;;  .  .    ;  .  .    ;;4775,00;0,00;0,0;0,00;26.11.2014;  .  .    ;  .  .    ;  .  .    ;/27.11.2014/14:24;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
564;4958/2001;Büro/Unterkunftscont.;20 ft.GR-JO;200,00;6055x2435x2590;1015 hellelfenbein;525;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.05.2015;  .  .    ;  .  .    ;  .  .    ;/11.05.2015/17:20;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
864;15151;Bürocontainer 10 ft.;GR-JO;112,00;2991x2435x2817;1015 hellelfenbein;527;;GR-JO;;  .  .    ;  .  .    ;;4869,29;0,00;0,0;0,00;02.12.2011;  .  .    ;  .  .    ;  .  .    ;/05.12.2011/10:24;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
974;061267772;TK-Container 10 ft.;TD/ARKTIK;750,00;2991x2435x2590;1013 / 5021;536;;CTX/TELEDOOR/GOVI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.03.2015;  .  .    ;  .  .    ;  .  .    ;/12.03.2015/07:33;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
813;0000100;2 Unterstellböcke;(Sondermaß);69,00;2435x550;;541;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;10.06.2009;  .  .    ;  .  .    ;  .  .    ;/23.02.2010/12:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
874;770247-0;TK-Container 40 ft.;ZANOTTI;552,00;12192x2435x2590;1013 / 5021;541;;ECB GROUP;;  .  .    ;  .  .    ;;4200,00;0,00;0,0;0,00;10.06.2009;  .  .    ;  .  .    ;  .  .    ;/23.02.2010/12:55;WН;WН;WН;WН;WН;S;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;S;Sъ;Sъ;Sъ;Sъ;Sє;W;WН;WН;WН;WН
835;LC000016;Stahllagercont. 20 ft;;71,25;6055x2435x2590;braun;544;;VALO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;05.02.2015;  .  .    ;  .  .    ;  .  .    ;/04.02.2015/08:12;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1003;20917;Büro/Unterkunftscont.;20 ft. GR-JO;135,00;6055x2435x2820;1015 hellelfenbein;544;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;05.02.2015;  .  .    ;  .  .    ;  .  .    ;/04.02.2015/08:12;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
917;17473;Bürocontainer;20 ft. GR-JO;120,00;6055x2435x2820;1015 hellelfenbein;545;;;08.10;  .  .    ;  .  .    ;;5100,00;0,00;0,0;0,00;01.04.2015;  .  .    ;  .  .    ;  .  .    ;/02.04.2015/14:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sє;S;Wъ;Wъ;Wъ;Wъ;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WÄ;WН;WÄ;WН
1055;357370-2;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;560;;CDM;;  .  .    ;  .  .    ;;1300,00;0,00;0,0;0,00;26.08.2014;  .  .    ;  .  .    ;  .  .    ;/27.08.2014/08:49;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
590;J6042;Bürocontainer 6F 20ft;GR-JO;142,50;6055x2435x2817;1015 hellelfenbein;564;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;23.03.2015;  .  .    ;  .  .    ;  .  .    ;/24.03.2015/08:17;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
654;290567-3;TK-Container 20 ft.;ZANOTTI;630,00;6055x2435x2590;RAL 1013 / 5021;582;;CDM;;  .  .    ;  .  .    ;;1675,00;0,00;0,0;0,00;23.02.2012;  .  .    ;  .  .    ;  .  .    ;/11.02.2015/09:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
656;291429-5;TK-Container 20 ft.;ZANOTTI;630,00;6055x2435x2590;RAL 1013 / 5021;582;;CDM;;  .  .    ;  .  .    ;;1675,00;0,00;0,0;0,00;23.02.2012;  .  .    ;  .  .    ;  .  .    ;/11.02.2015/09:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
697;293621-0;TK-Container 20 ft.;ZANOTTI;630,00;6055x2435x2590;1013 / 5021;582;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;23.02.2012;  .  .    ;  .  .    ;  .  .    ;/11.02.2015/09:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
698;290034-7;TK-Container 20 ft.;ZANOTTI;630,00;6055x2435x2590;1013 / 5021;582;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.07.2011;  .  .    ;  .  .    ;  .  .    ;/11.02.2015/09:08;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
977;621368-4;TK-Container 20 ft.;ARKTIK;630,00;6055x2435x2590;1013 / 6021;582;;WCT;;  .  .    ;  .  .    ;;4725,00;0,00;0,0;0,00;07.08.2014;  .  .    ;  .  .    ;  .  .    ;/27.03.2015/12:57;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
905;264889-1;TK-Container 20 ft.;ARKTIK;630,00;6055x2435x2590;1013 / 5021;582;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.03.2014;  .  .    ;  .  .    ;  .  .    ;/27.03.2015/12:57;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
645;857520-7;TK-Container 40 ft.;ZANOTTI;600,00;12192x2435x2590;1013 / 5021;588;;NATELBERG;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;27.06.2013;  .  .    ;  .  .    ;  .  .    ;/12.11.2014/08:40;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
775;000098;2 Unterstellböcke;(Rampenhöhe);38,40;;;588;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.08.2008;  .  .    ;  .  .    ;  .  .    ;/28.06.2013/08:50;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
21;1451;Bürocontainer;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;603;;;12.06;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2014;  .  .    ;  .  .    ;  .  .    ;/18.02.2014/08:25;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sє;Sъ;Sъ;Sъ;Sє;W;WÄ;WН;WÄ;WН
68;3203-3204;Bürodoppelcontainer;STUGEBA;355,00;6055x4880x2817;1015;612;;;  .;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;21.10.2014;  .  .    ;  .  .    ;  .  .    ;/20.10.2014/15:38;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
857;220063-0;Stahllagercont. 20 ft;;71,25;6055x2435x2590;5010 enzianblau;615;;CDM;;  .  .    ;  .  .    ;;1900,00;0,00;0,0;0,00;08.07.2013;  .  .    ;  .  .    ;  .  .    ;/09.07.2013/07:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
486;274727-3;Kühlcontainer 20 ft.;ZANOTTI;750,00;6055x2435x2400;1013 / 5021;617;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;05.07.2010;  .  .    ;  .  .    ;  .  .    ;/16.08.2012/09:01;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
941;0000114;Boden Alu-Riffelblech;5 Platten;105,00;;;617;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.08.2011;  .  .    ;  .  .    ;  .  .    ;/16.08.2012/09:01;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
942;200399-9;Stahllagercont. 20 ft;;71,25;6055x2435x2590;5010 enzianblau;630;;BD Bremer Dienst.;;15.08.2011;  .  .    ;;2525,00;0,00;0,0;0,00;25.06.2012;  .  .    ;  .  .    ;  .  .    ;/26.06.2012/07:31;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
943;200418-8;Stahllagercont. 20 ft;;71,25;6055x2435x2590;5010 enzianblau;630;;BD Bremer Dienst.;;15.08.2011;  .  .    ;;2525,00;0,00;0,0;0,00;25.06.2012;  .  .    ;  .  .    ;  .  .    ;/26.06.2012/07:31;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
632;248189-2;Kühlcontainer 20 ft.;ZANOTTI;1410,00;6055x2435x2400;1013  /  5021;636;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.06.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/16:06;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
655;291206-0;TK-Container 20 ft.;ZANOTTI;504,00;6055x2435x2590;RAL 1013 / 5021;663;;CDM;;  .  .    ;  .  .    ;;1675,00;0,00;0,0;0,00;23.09.2009;  .  .    ;  .  .    ;  .  .    ;/22.09.2009/08:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
537;311087-8;Stahllagercont. 20 ft;;95,00;6055x2435x2590;5012 lichtblau;664;Gewicht 2170 kg;;20.00;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:20;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
875;15555;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2590;1015 hellelfenbein;664;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;16.04.2015;  .  .    ;  .  .    ;  .  .    ;/23.04.2015/15:12;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
639;G10041;Büro/Unterkunftscont.;20 ft. GR-JO;135,00;6055x2435x2817;1015 hellelfenbein;667;;GR-JO;;  .  .    ;  .  .    ;;3600,00;0,00;0,0;0,00;02.12.2014;  .  .    ;  .  .    ;  .  .    ;/03.12.2014/15:50;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
951;0048.4;Büro/Unterkunftscont.;20 ft. STUGEBA;0,00;6055x2435x2800;grau;674;;STUGEBA;;  .  .    ;  .  .    ;;2250,00;0,00;0,0;0,00;10.03.2015;  .  .    ;  .  .    ;  .  .    ;/09.03.2015/14:49;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
853;220968-4;Stahllagercont. 20 ft;;71,25;6055x2435x2590;5010 enzianblau;676;;CDM;;  .  .    ;  .  .    ;;1950,00;0,00;0,0;0,00;08.05.2012;  .  .    ;  .  .    ;  .  .    ;/07.05.2012/13:41;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
936;220860-4;Stahllagercont. 20 ft;;71,25;6055x2435x2590;RAL 5010 enzianblau;676;;CDM;;  .  .    ;  .  .    ;;2000,00;0,00;0,0;0,00;08.05.2012;  .  .    ;  .  .    ;  .  .    ;/07.05.2012/13:41;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1019;091327093;Bürocontainer 20 ft.;CTX;135,00;6055x2435x2820;9002 grauweiß;678;;Containex;;  .  .    ;  .  .    ;;4350,00;0,00;0,0;0,00;12.03.2014;  .  .    ;  .  .    ;  .  .    ;/27.11.2014/14:23;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
787;3050;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;682;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;12.03.2015;  .  .    ;  .  .    ;  .  .    ;/13.03.2015/08:17;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
577;220001-1;Stahllagercont. 20 ft;;95,00;6055x2435x2590;hellgrau;682;;CDS;;14.05.2001;  .  .    ;;1278,23;0,00;0,0;0,00;12.03.2015;  .  .    ;  .  .    ;  .  .    ;/16.03.2015/13:44;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
